CEMETERY|SITECODE|PERIOD|LU_INT|E_DATE|L_DATE|CONTEXT|SEX|AGE|PATH_GROUP|DISEASE|PATHOLOGY|COMMENTS|PBR
Medieval-Guildhall Yard|GYE92|10|OA102|1050|1140|20113|FEMALE?|ADULT >46 YEARS|Other|Blood Disorders|Cribra orbitalia right|0 (No cribra present)|
Medieval-Guildhall Yard|GYE92|10|OA102|1050|1140|20117|UNSEXED CHILD|SUB-ADULT 7-11 MONTHS|Other|Blood Disorders|Cribra orbitalia left|9 (Unobservable)|
Medieval-Guildhall Yard|GYE92|10|OA102|1050|1140|20117|UNSEXED CHILD|SUB-ADULT 7-11 MONTHS|Other|Blood Disorders|Cribra orbitalia right|0 (No cribra present)|
Medieval-Guildhall Yard|GYE92|10|OA102|1050|1140|20277|UNSEXED CHILD|SUB-ADULT 6-11 YEARS|Neoplastic|Neoplastic General|Other (Metabolic - Neoplastic General)|THERE IS A FORMATION OF SPICULATED BONE FOLLOWING THE SAGITTAL SINUS ON INNER TABLE OF THE OCCIPITAL BONE.  SPICULATION ALMOST APPEARS TO BE FORMED ON THE INNER SURFACE OF THE OUTER TABLE OF THE SKULL AND DOES NOT PROTRUDE INTO THE BRAIN CAVITY BEYOND THE INNER TABLE.  THE SURFACE IS IRREGULAR AND LOCALISED.  SIMILAR TO CHANGES SEEN DUE TO VITAMIN DEFICIENCIES OR METASTATIC CANCERS?|
Medieval-Guildhall Yard|GYE92|10|OA102|1050|1140|20277|UNSEXED CHILD|SUB-ADULT 6-11 YEARS|Other|Blood Disorders|Cribra orbitalia left|9 (Unobservable)|
Medieval-Guildhall Yard|GYE92|10|OA102|1050|1140|20277|UNSEXED CHILD|SUB-ADULT 6-11 YEARS|Other|Blood Disorders|Cribra orbitalia right|9 (Unobservable)|
Medieval-Guildhall Yard|GYE92|10|OA101|1050|1140|20533|UNSEXED CHILD|SUB-ADULT 1-5 YEARS|Other|Blood Disorders|Cribra orbitalia left|0 (No cribra present)|
Medieval-Guildhall Yard|GYE92|10|OA101|1050|1140|20533|UNSEXED CHILD|SUB-ADULT 1-5 YEARS|Other|Blood Disorders|Cribra orbitalia right|9 (Unobservable)|
Medieval-Guildhall Yard|GYE92|10|OA101|1050|1140|20538|MALE|ADULT 26-35 YEARS|Trauma|Interpersonal Violence|Other|The left hamulus is totally absent from the hamate.  It is not possible to determine whether this is a fracture or a developmental issue as the area is completely healed.  The right hamulus is present however, it is not hooked and there are some subchonral cysts on it.|
Medieval-Guildhall Yard|GYE92|10|OA101|1050|1140|20538|MALE|ADULT 26-35 YEARS|Other|Blood Disorders|Cribra orbitalia left|0 (No cribra present)|
Medieval-Guildhall Yard|GYE92|10|OA101|1050|1140|20538|MALE|ADULT 26-35 YEARS|Other|Blood Disorders|Cribra orbitalia right|0 (No cribra present)|
Medieval-Guildhall Yard|GYE92|10|OA101|1050|1140|20538|MALE|ADULT 26-35 YEARS|Trauma|Accidental|Healed fracture|Possible healed fractures to the right first and second ribs.  Changes are visable approx one third from the sternal end of the first rib shaft and approx half way along the second rib shaft. The first rib is perfectly aligned but there are bony protuberances diagonally on the ventral and dorsal surfaces.  The second rib has an undulation on the mid shaft  The shaft is well healed and well aligned.|
Medieval-Guildhall Yard|GYE92|10|OA101|1050|1140|20543|MALE|ADULT 18-25 YEARS|Congenital|Limb Abnormality|Other (Congenital)|There is osteophytic development around the right calcaneus-cuboid articular facet.  The two bones very not fused however this may be the early stages of tarsal coalition.  There is also osteophytic development around the left talus-navicular articular facet.  Once again fusion had not yet occurred but may be early stages of tarsal coalition.|
Medieval-Guildhall Yard|GYE92|10|OA101|1050|1140|20543|MALE|ADULT 18-25 YEARS|Other|Blood Disorders|Cribra orbitalia left|1 (Capillary like impressions on the bone)|
Medieval-Guildhall Yard|GYE92|10|OA101|1050|1140|20543|MALE|ADULT 18-25 YEARS|Other|Blood Disorders|Cribra orbitalia right|1 (Capillary like impressions on the bone)|
Medieval-Guildhall Yard|GYE92|10|OA101|1050|1140|20554|UNDETERMINABLE|UNCLASSIFIED ADULT|Other|Blood Disorders|Cribra orbitalia left|9 (Unobservable)|
Medieval-Guildhall Yard|GYE92|10|OA101|1050|1140|20554|UNDETERMINABLE|UNCLASSIFIED ADULT|Other|Blood Disorders|Cribra orbitalia right|9 (Unobservable)|
Medieval-Guildhall Yard|GYE92|10|OA101|1050|1140|20574|FEMALE?|ADULT >46 YEARS|Other|Blood Disorders|Cribra orbitalia left|9 (Unobservable)|
Medieval-Guildhall Yard|GYE92|10|OA101|1050|1140|20574|FEMALE?|ADULT >46 YEARS|Other|Blood Disorders|Cribra orbitalia right|9 (Unobservable)|
Medieval-Guildhall Yard|GYE92|10|OA102|1050|1140|20578|UNSEXED CHILD|SUB-ADULT 6-11 YEARS|Other|Blood Disorders|Cribra orbitalia left|9 (Unobservable)|
Medieval-Guildhall Yard|GYE92|10|OA102|1050|1140|20578|UNSEXED CHILD|SUB-ADULT 6-11 YEARS|Other|Blood Disorders|Cribra orbitalia right|9 (Unobservable)|
Medieval-Guildhall Yard|GYE92|10|OA102|1050|1140|20582|UNDETERMINABLE|UNCLASSIFIED ADULT|Other|Blood Disorders|Cribra orbitalia left|9 (Unobservable)|
Medieval-Guildhall Yard|GYE92|10|OA102|1050|1140|20582|UNDETERMINABLE|UNCLASSIFIED ADULT|Other|Blood Disorders|Cribra orbitalia right|9 (Unobservable)|
Medieval-Guildhall Yard|GYE92|10|OA102|1050|1140|20586|UNSEXED CHILD|SUB-ADULT 6-11 YEARS|Other|Blood Disorders|Cribra orbitalia left|9 (Unobservable)|
Medieval-Guildhall Yard|GYE92|10|OA102|1050|1140|20586|UNSEXED CHILD|SUB-ADULT 6-11 YEARS|Other|Blood Disorders|Cribra orbitalia right|9 (Unobservable)|
Medieval-Guildhall Yard|GYE92|10|OA102|1050|1140|20588|MALE|ADULT 36-45 YEARS|Joints|Osteoarthritis|Osteoarthritis|The margins of the distal medial and lateral condyles of both the left and right femora are very lipped.  The surface of both medial condyles are irregular and eburnated.  There are no subchondral cysts however, the surfaces are grooved from repetitive rubbing of bone on bone.  The corresponding surface on the proximal medial tibial condyles are affected (with eburation and grooving).|
Medieval-Guildhall Yard|GYE92|10|OA102|1050|1140|20588|MALE|ADULT 36-45 YEARS|Other|Blood Disorders|Cribra orbitalia left|9 (Unobservable)|
Medieval-Guildhall Yard|GYE92|10|OA102|1050|1140|20588|MALE|ADULT 36-45 YEARS|Other|Blood Disorders|Cribra orbitalia right|9 (Unobservable)|
Medieval-Guildhall Yard|GYE92|10|OA102|1050|1140|20588|MALE|ADULT 36-45 YEARS|Trauma|Accidental|Healed fracture|The lateral surface of the left patella is irregular.  There is much osteophytic lipping around the articular surfaces of the patella particularly on the medial rim.  Possibly a healed fracture to the lateral portion of the femopatellar articular surface.  Lipping may be the result of the other changes to the knee joint.  The right patella is missing.|
Medieval-Guildhall Yard|GYE92|10|OA102|1050|1140|20590|UNDETERMINABLE|UNCLASSIFIED ADULT|Joints|Osteoarthritis|Osteoarthritis|The right anterior femoropatellar joint is lipped laterally and slightly eburnated.  The corresponding portion of the right patella is badly lipped around the medial margin and there are some subchondral cysts in this area. The medial facet of the patella is heavily eburnated.  The areais grooved vertically.  The left anterior femoropatellar joint shows some eburnation and grooving however there is no osteophytic lipping or sub chondral cysts.  The left patella is absent for analysis.|
Medieval-Guildhall Yard|GYE92|10|OA102|1050|1140|20590|UNDETERMINABLE|UNCLASSIFIED ADULT|Metabolic|General|Osteoporosis|All bone is particularly light.  Possibly osteoporosis.|
Medieval-Guildhall Yard|GYE92|10|OA102|1050|1140|20590|UNDETERMINABLE|UNCLASSIFIED ADULT|Other|Blood Disorders|Cribra orbitalia left|0 (No cribra present)|
Medieval-Guildhall Yard|GYE92|10|OA102|1050|1140|20590|UNDETERMINABLE|UNCLASSIFIED ADULT|Other|Blood Disorders|Cribra orbitalia right|0 (No cribra present)|
Medieval-Guildhall Yard|GYE92|10|OA102|1050|1140|20590|UNDETERMINABLE|UNCLASSIFIED ADULT|Trauma|Accidental|Healed fracture|The shaft of the second right metacarpal is twisted and shortened.  The distal epiphysis is irregular and there is a marked indentation on the medial portion when in correct anatomical position.  Sprial fracture?  Very well healed.|
Medieval-Guildhall Yard|GYE92|10|OA102|1050|1140|20619|UNSEXED CHILD|SUB-ADULT 1-5 YEARS|Other|Blood Disorders|Cribra orbitalia left|9 (Unobservable)|
Medieval-Guildhall Yard|GYE92|10|OA102|1050|1140|20619|UNSEXED CHILD|SUB-ADULT 1-5 YEARS|Other|Blood Disorders|Cribra orbitalia right|0 (No cribra present)|
Medieval-Guildhall Yard|GYE92|10|OA102|1050|1140|20623|FEMALE?|ADULT 36-45 YEARS|Neoplastic|Neoplastic General|Bone cysts|THERE IS A CIRCULAR THERE IS A CIRCULAR DEFECT ON THE RIGHT ANTERIOR PORTION OF THE CENTRUM OF S1.  IT APPEARS LYTIC, HOWEVER, IT IS HEALED.|
Medieval-Guildhall Yard|GYE92|10|OA102|1050|1140|20623|FEMALE?|ADULT 36-45 YEARS|Other|Blood Disorders|Cribra orbitalia left|9 (Unobservable)|
Medieval-Guildhall Yard|GYE92|10|OA102|1050|1140|20623|FEMALE?|ADULT 36-45 YEARS|Other|Blood Disorders|Cribra orbitalia right|9 (Unobservable)|
